S.no,BR.,Bus No,Route No.,Place,Type,Arr. Time,Dep. Time,To,From,Via
884,USI,58N1584,55U,D,SLF,12.1,12.15,USILAMPATTI,PBS,CHECKANURANI
885,USI,58N1584,55U,D,SLF,15,15.15,USILAMPATTI,PBS,CHECKANURANI
886,USI,58N1584,55U,D,SLF,17.55,18.05,USILAMPATTI,PBS,CHECKANURANI
887,USI,58N1584,55U,D,SLF,20.5,21.05,USILAMPATTI,PBS,CHECKANURANI
888,USI,58N1634,55U,F,SLF,5.3,5.35,USILAMPATTI,PBS,CHECKANURANI
889,USI,58N1634,55U,F,SLF,8.15,8.25,USILAMPATTI,PBS,CHECKANURANI
890,USI,58N1634,55U,F,SLF,11.05,11.2,USILAMPATTI,PBS,CHECKANURANI
891,USI,58N1634,55U,F,SLF,13.55,14.1,USILAMPATTI,PBS,CHECKANURANI
892,USI,58N1634,55U,F,SLF,16.45,17,USILAMPATTI,PBS,CHECKANURANI
893,USI,58N1634,55U,F,SLF,19.4,20,USILAMPATTI,PBS,CHECKANURANI
894,USI,58N1660,55U,E,SLF,6.55,7,USILAMPATTI,PBS,CHECKANURANI
895,USI,58N1660,55U,E,SLF,9.4,9.45,USILAMPATTI,PBS,CHECKANURANI
896,USI,58N1660,55U,E,SLF,12.35,12.4,USILAMPATTI,PBS,CHECKANURANI
897,USI,58N1660,55U,E,SLF,15.2,15.25,USILAMPATTI,PBS,CHECKANURANI
898,USI,58N1660,55U,E,SLF,18.15,18.2,USILAMPATTI,PBS,CHECKANURANI
899,USI,58N1660,55U,E,SLF,21.15,21.2,USILAMPATTI,PBS,CHECKANURANI
900,M7,58N1065,U1V,D,LSS,9.05,10,USILAMPATTI,V.N.COLLEGE,CHECKANURANI
901,M7,58N1065,U1V,D,LSS,16.3,17.3,USILAMPATTI,V.N.COLLEGE,CHECKANURANI
902,M7,58N1065,U1V,D,LSS,8.05,9,V.N.COLLEGE,USILAMPATTI,CHECKANURANI
903,M7,58N1065,U1V,D,LSS,15.25,16.25,V.N.COLLEGE,USILAMPATTI,CHECKANURANI
904,CNI,58N1899,40A,A,EXP,14.35,14.4,VADAKAMPATTI,PBS,CHECKANURANI
905,CNI,58N0631,40A,A,EXP,7.35,7.45,VADAKKAMPATTI,PBS,CHECKANURANI
906,CNI,58N0631,40A,A,EXP,9.3,11.3,VADAKKAMPATTI,PBS,CHECKANURANI
907,CNI,58N0631,40A,A,EXP,17.15,17.3,VADAKKAMPATTI,PBS,CHECKANURANI
908,T5,58N0975,L8,A,LSS,16.55,18,VADIPATTI,M.K.UNIVERSITY,CHECKANURANI
909,T5,58N0975,L8X,A,LSS,7.1,7.25,VADIPATTI,SHOLAVANDAN,CHECKANURANI
910,CNI,58N1551,55E,B,EXP,20.55,21.35,VAGAIKULAM,PBS,CHECKANURANI
911,CNI,58N1821,55E,A,EXP,0,6.3,VAGAIKULAM,PBS,CHECKANURANI
912,CNI,58N1821,55E,A,EXP,8.55,9.15,VAGAIKULAM,PBS,CHECKANURANI
913,CNI,58N1821,55E,A,EXP,11.45,12.2,VAGAIKULAM,PBS,CHECKANURANI
914,CNI,58N1821,55E,A,EXP,14.45,15.1,VAGAIKULAM,PBS,CHECKANURANI
915,CNI,58N1821,55E,A,EXP,17.35,17.55,VAGAIKULAM,PBS,CHECKANURANI
916,CNI,58N1821,55E,A,EXP,20.15,20.25,VAGAIKULAM,PBS,CHECKANURANI
917,CNI,58N1227,55L,A,EXP,16.05,16.1,VALANDHUR,PBS,CHECKANURANI
918,CNI,58N1114,64B,A,EXP,11.2,11.25,VEERAMPATTI,PBS,CHECKANURANI
919,CNI,58N1114,64B,A,EXP,11.25,15.1,VEERAMPATTI,PBS,CHECKANURANI
920,CNI,58N1114,64B,A,EXP,19.55,20.1,VEERAMPATTI,PBS,CHECKANURANI
921,CNI,58N1278,61B,A,EXP,7.25,7.3,VIKKIRAMANGALAM,PBS,CHECKANURANI
922,CNI,58N1278,61B,A,EXP,10,11.45,VIKKIRAMANGALAM,PBS,CHECKANURANI
923,CNI,58N1278,61B,A,EXP,11.45,15.4,VIKKIRAMANGALAM,PBS,CHECKANURANI
924,CNI,58N1278,61B,A,EXP,18.05,18.4,VIKKIRAMANGALAM,PBS,CHECKANURANI
925,CNI,58N1278,61B,A,EXP,21.05,22.3,VIKKIRAMANGALAM,PBS,CHECKANURANI
926,T5,58N0963,T4D,A,LSS,6.35,7.35,VIKKIRAMANGALAM,THIRUMANGALAM,CHECKANURANI
927,T5,58N0963,T4D,A,LSS,9.1,10.2,VIKKIRAMANGALAM,THIRUMANGALAM,CHECKANURANI
928,T5,58N0963,T4D,A,LSS,12,13.1,VIKKIRAMANGALAM,THIRUMANGALAM,CHECKANURANI
929,T5,58N0963,T4D,A,LSS,14.3,15.4,VIKKIRAMANGALAM,THIRUMANGALAM,CHECKANURANI
930,T5,58N0963,T4D,A,LSS,17.15,18.25,VIKKIRAMANGALAM,THIRUMANGALAM,CHECKANURANI
931,T5,58N0963,T4D,A,LSS,19.45,20.55,VIKKIRAMANGALAM,THIRUMANGALAM,CHECKANURANI
932,PDR,58N1527,74C,I,SLF,7.05,7.3,15P METTUPATTI,M.G.R.BUSSTAND  ,COURT
933,PDR,58N1527,74C,I,SLF,17.03,17.3,15P METTUPATTI,M.G.R.BUSSTAND  ,COURT
934,CNI,58N1341,77B,A,EXP,9.1,9.2,ARAPPALAYAM,M.G.R.BUSSTAND  ,COURT
935,CNI,58N1341,77B,A,EXP,18,18.1,ARAPPALAYAM,M.G.R.BUSSTAND  ,COURT
936,PDR,58N1433,77B,Y,SLF,5.38,5.45,ARAPPALAYAM,M.G.R.BUSSTAND  ,COURT
937,PDR,58N1433,77B,Y,SLF,6.4,6.5,ARAPPALAYAM,M.G.R.BUSSTAND  ,COURT
938,PDR,58N1433,77B,Y,SLF,7.5,8,ARAPPALAYAM,M.G.R.BUSSTAND  ,COURT
939,PDR,58N1433,77B,Y,SLF,9.05,9.1,ARAPPALAYAM,M.G.R.BUSSTAND  ,COURT
940,PDR,58N1433,77B,Y,SLF,10.15,10.2,ARAPPALAYAM,M.G.R.BUSSTAND  ,COURT
941,PDR,58N1433,77B,Y,SLF,11.35,11.4,ARAPPALAYAM,M.G.R.BUSSTAND  ,COURT
942,PDR,58N1433,77B,Y,SLF,12.45,12.5,ARAPPALAYAM,M.G.R.BUSSTAND  ,COURT
943,PDR,58N1433,77B,Y,SLF,13.55,14.1,ARAPPALAYAM,M.G.R.BUSSTAND  ,COURT
944,PDR,58N1433,77B,Y,SLF,15.25,15.3,ARAPPALAYAM,M.G.R.BUSSTAND  ,COURT
945,PDR,58N1433,77B,Y,SLF,16.35,16.4,ARAPPALAYAM,M.G.R.BUSSTAND  ,COURT
946,PDR,58N1433,77B,Y,SLF,17.45,17.5,ARAPPALAYAM,M.G.R.BUSSTAND  ,COURT
947,PDR,58N1433,77B,Y,SLF,18.55,19,ARAPPALAYAM,M.G.R.BUSSTAND  ,COURT
948,PDR,58N1433,77B,Y,SLF,20.15,20.2,ARAPPALAYAM,M.G.R.BUSSTAND  ,COURT
949,PDR,58N1433,77B,Y,SLF,21.25,21.3,ARAPPALAYAM,M.G.R.BUSSTAND  ,COURT
950,PDK,58N1441,77B,E,SLF,0,5.4,ARAPPALAYAM,M.G.R.BUSSTAND  ,COURT
951,PDK,58N1441,77B,E,SLF,6.35,6.55,ARAPPALAYAM,M.G.R.BUSSTAND  ,COURT
952,PDK,58N1441,77B,E,SLF,8,8.05,ARAPPALAYAM,M.G.R.BUSSTAND  ,COURT
953,PDK,58N1441,77B,E,SLF,9.1,9.15,ARAPPALAYAM,M.G.R.BUSSTAND  ,COURT
954,PDK,58N1441,77B,E,SLF,10.2,10.25,ARAPPALAYAM,M.G.R.BUSSTAND  ,COURT
955,PDK,58N1441,77B,E,SLF,11.4,11.45,ARAPPALAYAM,M.G.R.BUSSTAND  ,COURT
956,PDK,58N1441,77B,E,SLF,12.5,12.55,ARAPPALAYAM,M.G.R.BUSSTAND  ,COURT
957,PDK,58N1441,77B,E,SLF,14.1,14.15,ARAPPALAYAM,M.G.R.BUSSTAND  ,COURT
958,PDK,58N1441,77B,E,SLF,15.3,15.35,ARAPPALAYAM,M.G.R.BUSSTAND  ,COURT
959,PDK,58N1441,77B,E,SLF,16.4,16.45,ARAPPALAYAM,M.G.R.BUSSTAND  ,COURT
960,PDK,58N1441,77B,E,SLF,17.5,17.55,ARAPPALAYAM,M.G.R.BUSSTAND  ,COURT
961,PDK,58N1441,77B,E,SLF,19,19.05,ARAPPALAYAM,M.G.R.BUSSTAND  ,COURT
962,PDK,58N1441,77B,E,SLF,20.2,20.25,ARAPPALAYAM,M.G.R.BUSSTAND  ,COURT
963,PDK,58N1441,77B,E,SLF,21.3,21.35,ARAPPALAYAM,M.G.R.BUSSTAND  ,COURT
964,PDR,58N1445,77B,X,SLF,4.45,4.5,ARAPPALAYAM,M.G.R.BUSSTAND  ,COURT
965,PDR,58N1445,77B,X,SLF,5.45,6,ARAPPALAYAM,M.G.R.BUSSTAND  ,COURT
966,PDR,58N1445,77B,X,SLF,7.05,7.15,ARAPPALAYAM,M.G.R.BUSSTAND  ,COURT
967,PDR,58N1445,77B,X,SLF,8.15,8.2,ARAPPALAYAM,M.G.R.BUSSTAND  ,COURT
968,PDR,58N1445,77B,X,SLF,9.25,9.3,ARAPPALAYAM,M.G.R.BUSSTAND  ,COURT
969,PDR,58N1445,77B,X,SLF,10.35,10.4,ARAPPALAYAM,M.G.R.BUSSTAND  ,COURT
970,PDR,58N1445,77B,X,SLF,11.55,12,ARAPPALAYAM,M.G.R.BUSSTAND  ,COURT
971,PDR,58N1445,77B,X,SLF,13.05,13.2,ARAPPALAYAM,M.G.R.BUSSTAND  ,COURT
972,PDR,58N1445,77B,X,SLF,14.25,14.3,ARAPPALAYAM,M.G.R.BUSSTAND  ,COURT
973,PDR,58N1445,77B,X,SLF,15.45,15.5,ARAPPALAYAM,M.G.R.BUSSTAND  ,COURT
974,PDR,58N1445,77B,X,SLF,16.55,17,ARAPPALAYAM,M.G.R.BUSSTAND  ,COURT
975,PDR,58N1445,77B,X,SLF,18.05,18.1,ARAPPALAYAM,M.G.R.BUSSTAND  ,COURT
976,PDR,58N1445,77B,X,SLF,19.15,19.2,ARAPPALAYAM,M.G.R.BUSSTAND  ,COURT
977,PDR,58N1445,77B,X,SLF,20.35,20.4,ARAPPALAYAM,M.G.R.BUSSTAND  ,COURT
978,PDR,58N1482,77B,N,SLF,5,5.02,ARAPPALAYAM,M.G.R.BUSSTAND  ,COURT
979,PDR,58N1482,77B,N,SLF,5.5,5.55,ARAPPALAYAM,M.G.R.BUSSTAND  ,COURT
980,PDR,58N1482,77B,N,SLF,6.5,7,ARAPPALAYAM,M.G.R.BUSSTAND  ,COURT
981,PDR,58N1482,77B,N,SLF,8.05,8.1,ARAPPALAYAM,M.G.R.BUSSTAND  ,COURT
982,PDR,58N1482,77B,N,SLF,9.15,9.2,ARAPPALAYAM,M.G.R.BUSSTAND  ,COURT
983,PDR,58N1482,77B,N,SLF,10.3,10.35,ARAPPALAYAM,M.G.R.BUSSTAND  ,COURT
984,PDR,58N1482,77B,N,SLF,12,12.05,ARAPPALAYAM,M.G.R.BUSSTAND  ,COURT
985,PDR,58N1482,77B,N,SLF,13.1,13.3,ARAPPALAYAM,M.G.R.BUSSTAND  ,COURT
986,PDR,58N1482,77B,N,SLF,14.35,14.4,ARAPPALAYAM,M.G.R.BUSSTAND  ,COURT
987,PDR,58N1482,77B,N,SLF,15.45,15.5,ARAPPALAYAM,M.G.R.BUSSTAND  ,COURT
988,PDR,58N1482,77B,N,SLF,16.55,17,ARAPPALAYAM,M.G.R.BUSSTAND  ,COURT
989,PDR,58N1482,77B,N,SLF,18.05,18.1,ARAPPALAYAM,M.G.R.BUSSTAND  ,COURT
990,PDR,58N1482,77B,N,SLF,19.15,19.2,ARAPPALAYAM,M.G.R.BUSSTAND  ,COURT
991,PDR,58N1482,77B,N,SLF,20.35,20.4,ARAPPALAYAM,M.G.R.BUSSTAND  ,COURT
992,PDR,58N1494,77B,L,SLF,4.5,4.55,ARAPPALAYAM,M.G.R.BUSSTAND  ,COURT
993,PDR,58N1494,77B,L,SLF,5.5,5.55,ARAPPALAYAM,M.G.R.BUSSTAND  ,COURT
994,PDR,58N1494,77B,L,SLF,6.55,7.05,ARAPPALAYAM,M.G.R.BUSSTAND  ,COURT
995,PDR,58N1494,77B,L,SLF,8.1,8.15,ARAPPALAYAM,M.G.R.BUSSTAND  ,COURT
996,PDR,58N1494,77B,L,SLF,9.2,9.25,ARAPPALAYAM,M.G.R.BUSSTAND  ,COURT
997,PDR,58N1494,77B,L,SLF,10.3,10.35,ARAPPALAYAM,M.G.R.BUSSTAND  ,COURT
998,PDR,58N1494,77B,L,SLF,11.5,11.55,ARAPPALAYAM,M.G.R.BUSSTAND  ,COURT
999,PDR,58N1494,77B,L,SLF,13,13.15,ARAPPALAYAM,M.G.R.BUSSTAND  ,COURT
1000,PDR,58N1494,77B,L,SLF,14.2,14.25,ARAPPALAYAM,M.G.R.BUSSTAND  ,COURT
1001,PDR,58N1494,77B,L,SLF,15.4,15.45,ARAPPALAYAM,M.G.R.BUSSTAND  ,COURT
1002,PDR,58N1494,77B,L,SLF,16.5,16.55,ARAPPALAYAM,M.G.R.BUSSTAND  ,COURT
1003,PDR,58N1494,77B,L,SLF,18,18.05,ARAPPALAYAM,M.G.R.BUSSTAND  ,COURT
1004,PDR,58N1494,77B,L,SLF,19.1,19.15,ARAPPALAYAM,M.G.R.BUSSTAND  ,COURT
1005,PDR,58N1494,77B,L,SLF,20.3,20.35,ARAPPALAYAM,M.G.R.BUSSTAND  ,COURT
1006,PDR,58N1543,77B,O,SLF,6.2,6.25,ARAPPALAYAM,M.G.R.BUSSTAND  ,COURT
1007,PDR,58N1543,77B,O,SLF,7.25,7.35,ARAPPALAYAM,M.G.R.BUSSTAND  ,COURT
1008,PDR,58N1543,77B,O,SLF,8.4,8.45,ARAPPALAYAM,M.G.R.BUSSTAND  ,COURT
1009,PDR,58N1543,77B,O,SLF,9.5,9.55,ARAPPALAYAM,M.G.R.BUSSTAND  ,COURT
1010,PDR,58N1543,77B,O,SLF,11,11.05,ARAPPALAYAM,M.G.R.BUSSTAND  ,COURT
1011,PDR,58N1543,77B,O,SLF,12.2,12.25,ARAPPALAYAM,M.G.R.BUSSTAND  ,COURT
1012,PDR,58N1543,77B,O,SLF,13.3,13.35,ARAPPALAYAM,M.G.R.BUSSTAND  ,COURT
1013,PDR,58N1543,77B,O,SLF,14.4,14.55,ARAPPALAYAM,M.G.R.BUSSTAND  ,COURT
1014,PDR,58N1543,77B,O,SLF,16.1,16.15,ARAPPALAYAM,M.G.R.BUSSTAND  ,COURT
1015,PDR,58N1543,77B,O,SLF,17.2,17.25,ARAPPALAYAM,M.G.R.BUSSTAND  ,COURT
1016,PDR,58N1543,77B,O,SLF,18.3,18.35,ARAPPALAYAM,M.G.R.BUSSTAND  ,COURT
1017,PDR,58N1543,77B,O,SLF,19.4,19.45,ARAPPALAYAM,M.G.R.BUSSTAND  ,COURT
1018,PDR,58N1543,77B,O,SLF,21,21.05,ARAPPALAYAM,M.G.R.BUSSTAND  ,COURT
1019,PDR,58N1543,77B,O,SLF,22.1,22.15,ARAPPALAYAM,M.G.R.BUSSTAND  ,COURT
1020,ENR,58N1570,77B,R,SLF,10.2,10.25,ARAPPALAYAM,M.G.R.BUSSTAND  ,COURT
1021,ENR,58N1570,77B,R,SLF,17,17.05,ARAPPALAYAM,M.G.R.BUSSTAND  ,COURT
1022,PDK,58N1576,77B,K,SLF,0,5.2,ARAPPALAYAM,M.G.R.BUSSTAND  ,COURT
1023,PDK,58N1576,77B,K,SLF,6.2,6.3,ARAPPALAYAM,M.G.R.BUSSTAND  ,COURT
1024,PDK,58N1576,77B,K,SLF,7.3,7.4,ARAPPALAYAM,M.G.R.BUSSTAND  ,COURT
1025,PDK,58N1576,77B,K,SLF,8.45,8.5,ARAPPALAYAM,M.G.R.BUSSTAND  ,COURT
1026,PDK,58N1576,77B,K,SLF,9.55,10,ARAPPALAYAM,M.G.R.BUSSTAND  ,COURT
1027,PDK,58N1576,77B,K,SLF,11.05,11.1,ARAPPALAYAM,M.G.R.BUSSTAND  ,COURT
1028,PDK,58N1576,77B,K,SLF,12.25,12.3,ARAPPALAYAM,M.G.R.BUSSTAND  ,COURT
1029,PDK,58N1576,77B,K,SLF,13.35,13.4,ARAPPALAYAM,M.G.R.BUSSTAND  ,COURT
1030,PDK,58N1576,77B,K,SLF,14.55,15,ARAPPALAYAM,M.G.R.BUSSTAND  ,COURT
1031,PDK,58N1576,77B,K,SLF,16.15,16.2,ARAPPALAYAM,M.G.R.BUSSTAND  ,COURT
1032,PDK,58N1576,77B,K,SLF,17.25,17.3,ARAPPALAYAM,M.G.R.BUSSTAND  ,COURT
1033,PDK,58N1576,77B,K,SLF,18.35,18.4,ARAPPALAYAM,M.G.R.BUSSTAND  ,COURT
1034,PDK,58N1576,77B,K,SLF,19.45,19.5,ARAPPALAYAM,M.G.R.BUSSTAND  ,COURT
1035,PDK,58N1576,77B,K,SLF,21.05,21.1,ARAPPALAYAM,M.G.R.BUSSTAND  ,COURT
1036,ENR,58N1642,77B,M,SLF,6.5,7,ARAPPALAYAM,M.G.R.BUSSTAND  ,COURT
1037,ENR,58N1642,77B,M,SLF,9.15,9.2,ARAPPALAYAM,M.G.R.BUSSTAND  ,COURT
1038,ENR,58N1642,77B,M,SLF,10.25,10.3,ARAPPALAYAM,M.G.R.BUSSTAND  ,COURT
1039,ENR,58N1642,77B,M,SLF,11.45,11.5,ARAPPALAYAM,M.G.R.BUSSTAND  ,COURT
1040,ENR,58N1642,77B,M,SLF,12.55,13,ARAPPALAYAM,M.G.R.BUSSTAND  ,COURT
1041,ENR,58N1642,77B,M,SLF,14.05,14.1,ARAPPALAYAM,M.G.R.BUSSTAND  ,COURT
1042,ENR,58N1642,77B,M,SLF,15.35,15.4,ARAPPALAYAM,M.G.R.BUSSTAND  ,COURT
1043,ENR,58N1642,77B,M,SLF,16.45,16.5,ARAPPALAYAM,M.G.R.BUSSTAND  ,COURT
1044,ENR,58N1642,77B,M,SLF,17.55,18,ARAPPALAYAM,M.G.R.BUSSTAND  ,COURT
1045,ENR,58N1642,77B,M,SLF,19.05,19.1,ARAPPALAYAM,M.G.R.BUSSTAND  ,COURT
1046,ENR,58N1642,77B,M,SLF,20.25,20.3,ARAPPALAYAM,M.G.R.BUSSTAND  ,COURT
1047,ENR,58N1642,77B,M,SLF,21.35,21.4,ARAPPALAYAM,M.G.R.BUSSTAND  ,COURT
1048,ENR,58N1642,77B,M,SLF,22.45,22.5,ARAPPALAYAM,M.G.R.BUSSTAND  ,COURT
1049,PON,58N1665,77B,G,EXP,4.55,5,ARAPPALAYAM,M.G.R.BUSSTAND  ,COURT
1050,PON,58N1688,77B,B,SLF,9,9.05,ARAPPALAYAM,M.G.R.BUSSTAND  ,COURT
1051,PON,58N1688,77B,B,SLF,10.1,10.15,ARAPPALAYAM,M.G.R.BUSSTAND  ,COURT
1052,PON,58N1688,77B,B,SLF,14.45,14.5,ARAPPALAYAM,M.G.R.BUSSTAND  ,COURT
1053,PON,58N1688,77B,B,SLF,15.55,16.1,ARAPPALAYAM,M.G.R.BUSSTAND  ,COURT
1054,PON,58N1688,77B,B,SLF,17.15,17.2,ARAPPALAYAM,M.G.R.BUSSTAND  ,COURT
1055,PON,58N1688,77B,B,SLF,18.25,18.3,ARAPPALAYAM,M.G.R.BUSSTAND  ,COURT
1056,BCB,58N1717,77B,P,SLF,5.1,5.15,ARAPPALAYAM,M.G.R.BUSSTAND  ,COURT
1057,BCB,58N1717,77B,P,SLF,9.3,9.37,ARAPPALAYAM,M.G.R.BUSSTAND  ,COURT
1058,BCB,58N1717,77B,P,SLF,12.22,12.27,ARAPPALAYAM,M.G.R.BUSSTAND  ,COURT
1059,BCB,58N1717,77B,P,SLF,14.38,14.43,ARAPPALAYAM,M.G.R.BUSSTAND  ,COURT
1060,BCB,58N1717,77B,P,SLF,15.52,15.55,ARAPPALAYAM,M.G.R.BUSSTAND  ,COURT
1061,BCB,58N1717,77B,P,SLF,22.05,22.07,ARAPPALAYAM,M.G.R.BUSSTAND  ,COURT
1062,BCB,58N1747,77B,H,SLF,6.1,6.2,ARAPPALAYAM,M.G.R.BUSSTAND  ,COURT
1063,BCB,58N1747,77B,H,SLF,7.2,7.3,ARAPPALAYAM,M.G.R.BUSSTAND  ,COURT
1064,BCB,58N1747,77B,H,SLF,8.35,8.4,ARAPPALAYAM,M.G.R.BUSSTAND  ,COURT
1065,BCB,58N1747,77B,H,SLF,9.45,9.5,ARAPPALAYAM,M.G.R.BUSSTAND  ,COURT
1066,BCB,58N1747,77B,H,SLF,10.55,11,ARAPPALAYAM,M.G.R.BUSSTAND  ,COURT
1067,BCB,58N1747,77B,H,SLF,12.15,12.2,ARAPPALAYAM,M.G.R.BUSSTAND  ,COURT
1068,BCB,58N1747,77B,H,SLF,13.25,13.3,ARAPPALAYAM,M.G.R.BUSSTAND  ,COURT
1069,BCB,58N1747,77B,H,SLF,14.45,14.5,ARAPPALAYAM,M.G.R.BUSSTAND  ,COURT
1070,BCB,58N1747,77B,H,SLF,16.05,16.1,ARAPPALAYAM,M.G.R.BUSSTAND  ,COURT
1071,BCB,58N1747,77B,H,SLF,17.15,17.2,ARAPPALAYAM,M.G.R.BUSSTAND  ,COURT
1072,BCB,58N1747,77B,H,SLF,18.25,18.3,ARAPPALAYAM,M.G.R.BUSSTAND  ,COURT
1073,BCB,58N1747,77B,H,SLF,19.35,19.4,ARAPPALAYAM,M.G.R.BUSSTAND  ,COURT
1074,BCB,58N1747,77B,H,SLF,20.55,21,ARAPPALAYAM,M.G.R.BUSSTAND  ,COURT
1075,BCB,58N1747,77B,H,SLF,22.05,22.1,ARAPPALAYAM,M.G.R.BUSSTAND  ,COURT
1076,BCB,58N1757,77B,F,SLF,19.25,19.3,ARAPPALAYAM,M.G.R.BUSSTAND  ,COURT
1077,BCB,58N1757,77B,F,SLF,20.35,20.45,ARAPPALAYAM,M.G.R.BUSSTAND  ,COURT
1078,BCB,58N1757,77B,F,SLF,21.5,21.55,ARAPPALAYAM,M.G.R.BUSSTAND  ,COURT
1079,PON,58N1797,77B,J,SLF,6.05,6.07,ARAPPALAYAM,M.G.R.BUSSTAND  ,COURT
1080,PON,58N1797,77B,J,SLF,11.52,12.02,ARAPPALAYAM,M.G.R.BUSSTAND  ,COURT
1081,PON,58N1797,77B,J,SLF,13.08,13.13,ARAPPALAYAM,M.G.R.BUSSTAND  ,COURT
1082,PON,58N1797,77B,J,SLF,14.23,14.28,ARAPPALAYAM,M.G.R.BUSSTAND  ,COURT
1083,PON,58N1797,77B,J,SLF,15.33,15.38,ARAPPALAYAM,M.G.R.BUSSTAND  ,COURT
1084,PON,58N1797,77B,J,SLF,19.5,19.55,ARAPPALAYAM,M.G.R.BUSSTAND  ,COURT
1085,PON,58N1797,77B,J,SLF,21.35,21.37,ARAPPALAYAM,M.G.R.BUSSTAND  ,COURT
1086,PON,58N1807,77B,R,ORD,5.3,5.35,ARAPPALAYAM,M.G.R.BUSSTAND  ,COURT
1087,PON,58N1807,77B,R,ORD,6.3,6.5,ARAPPALAYAM,M.G.R.BUSSTAND  ,COURT
1088,PON,58N1807,77B,R,ORD,7.55,8,ARAPPALAYAM,M.G.R.BUSSTAND  ,COURT
1089,PON,58N1807,77B,R,ORD,9.05,9.1,ARAPPALAYAM,M.G.R.BUSSTAND  ,COURT
1090,PON,58N1807,77B,R,ORD,10.15,10.2,ARAPPALAYAM,M.G.R.BUSSTAND  ,COURT
1091,PON,58N1807,77B,R,ORD,11.35,11.4,ARAPPALAYAM,M.G.R.BUSSTAND  ,COURT
1092,PON,58N1807,77B,R,ORD,12.45,12.5,ARAPPALAYAM,M.G.R.BUSSTAND  ,COURT
1093,PON,58N1807,77B,R,ORD,14.05,14.1,ARAPPALAYAM,M.G.R.BUSSTAND  ,COURT
1094,PON,58N1807,77B,R,ORD,15.25,15.3,ARAPPALAYAM,M.G.R.BUSSTAND  ,COURT
1095,PON,58N1807,77B,R,ORD,16.35,16.4,ARAPPALAYAM,M.G.R.BUSSTAND  ,COURT
1096,PON,58N1807,77B,R,ORD,17.45,17.5,ARAPPALAYAM,M.G.R.BUSSTAND  ,COURT
1097,PON,58N1807,77B,R,ORD,18.55,19,ARAPPALAYAM,M.G.R.BUSSTAND  ,COURT
1098,PON,58N1807,77B,R,ORD,20.15,20.2,ARAPPALAYAM,M.G.R.BUSSTAND  ,COURT
1099,PON,58N1807,77B,R,ORD,21.25,21.3,ARAPPALAYAM,M.G.R.BUSSTAND  ,COURT
1100,PON,58N2329,77B,D,SLF,6.3,6.45,ARAPPALAYAM,M.G.R.BUSSTAND  ,COURT
1101,PON,58N2329,77B,D,SLF,7.5,7.55,ARAPPALAYAM,M.G.R.BUSSTAND  ,COURT
1102,PON,58N2329,77B,D,SLF,9,9.05,ARAPPALAYAM,M.G.R.BUSSTAND  ,COURT
1103,PON,58N2329,77B,D,SLF,10.1,10.15,ARAPPALAYAM,M.G.R.BUSSTAND  ,COURT
1104,PON,58N2329,77B,D,SLF,11.3,11.35,ARAPPALAYAM,M.G.R.BUSSTAND  ,COURT
1105,PON,58N2329,77B,D,SLF,12.4,12.45,ARAPPALAYAM,M.G.R.BUSSTAND  ,COURT
1106,PON,58N2329,77B,D,SLF,13.5,13.55,ARAPPALAYAM,M.G.R.BUSSTAND  ,COURT
1107,PON,58N2329,77B,D,SLF,15.2,15.25,ARAPPALAYAM,M.G.R.BUSSTAND  ,COURT
1108,PON,58N2329,77B,D,SLF,16.3,16.35,ARAPPALAYAM,M.G.R.BUSSTAND  ,COURT
1109,PON,58N2329,77B,D,SLF,17.4,17.45,ARAPPALAYAM,M.G.R.BUSSTAND  ,COURT
1110,PON,58N2329,77B,D,SLF,18.5,18.55,ARAPPALAYAM,M.G.R.BUSSTAND  ,COURT
1111,PON,58N2329,77B,D,SLF,20.1,20.15,ARAPPALAYAM,M.G.R.BUSSTAND  ,COURT
1112,PON,58N2329,77B,D,SLF,21.2,21.25,ARAPPALAYAM,M.G.R.BUSSTAND  ,COURT
1113,PON,58N2329,77B,D,SLF,22.3,22.35,ARAPPALAYAM,M.G.R.BUSSTAND  ,COURT
1114,PON,58N2333,77B,G,ORD,5.55,6.05,ARAPPALAYAM,M.G.R.BUSSTAND  ,COURT
1115,PON,58N2333,77B,G,ORD,7.05,7.1,ARAPPALAYAM,M.G.R.BUSSTAND  ,COURT
1116,PON,58N2333,77B,G,ORD,8.2,8.25,ARAPPALAYAM,M.G.R.BUSSTAND  ,COURT
1117,PON,58N2333,77B,G,ORD,9.3,9.35,ARAPPALAYAM,M.G.R.BUSSTAND  ,COURT
1118,PON,58N2333,77B,G,ORD,10.4,10.45,ARAPPALAYAM,M.G.R.BUSSTAND  ,COURT
1119,PON,58N2333,77B,G,ORD,12,12.05,ARAPPALAYAM,M.G.R.BUSSTAND  ,COURT
1120,PON,58N2333,77B,G,ORD,13.1,13.15,ARAPPALAYAM,M.G.R.BUSSTAND  ,COURT
1121,PON,58N2333,77B,G,ORD,14.3,14.35,ARAPPALAYAM,M.G.R.BUSSTAND  ,COURT
1122,PON,58N2333,77B,G,ORD,15.5,15.55,ARAPPALAYAM,M.G.R.BUSSTAND  ,COURT
1123,PON,58N2333,77B,G,ORD,17,17.05,ARAPPALAYAM,M.G.R.BUSSTAND  ,COURT
1124,PON,58N2333,77B,G,ORD,18.1,18.15,ARAPPALAYAM,M.G.R.BUSSTAND  ,COURT
